MATCH;A;THETA;D
0;7.2784696;36.094124;0.39593574
1;6.8302841;2.6882741;0.94548857
0;10.798875;20.690367;0.62302619
0;10.837309;11.667444;3.1853924
1;1.4651513;6.4437852;0.86852968
1;4.8441486;7.5928402;0.62040311
0;3.4505661;34.819443;1.3042053
0;11.165408;1.3466054;0.92367440
1;1.2707484;7.1399579;1.2013130
1;4.6884122;17.200466;0.15414301
1;0.81757599;3.2912152;1.0664933
1;1.0224580;5.3165617;0.95775735
1;1.1465001;13.759731;1.3577601
1;1.1859540;7.2567582;1.8797023
1;3.6857331;5.5778751;1.7152112
1;1.0562085;26.656763;0.73354834
1;1.1985852;1.8984404;1.4395702
1;1.0780054;0.011646044;1.5451469
0;15.773333;35.737629;0.32138658
1;2.8130040;0.22341192;1.7233586
1;3.7196345;0.79195738;1.5077933
1;4.9104013;1.4224761;1.2705441
0;7.1247940;28.519566;1.2049588
0;14.061412;48.230465;2.0019057
0;10.099075;46.547096;0.93887603
1;2.1839452;1.7431784;0.39683533
1;0.11343107;0.47196046;1.2415317
0;11.618470;4.9248676;1.3728714
1;5.3858204;0.51183259;0.62300378
1;3.1997960;20.279308;1.5190012
1;4.5816855;7.1943345;4.6770205
1;0.25764900;20.429377;0.80703408
0;5.7344141;13.593996;5.6647906
1;4.3235364;12.467055;0.76203257
1;4.4576116;5.2918277;0.50808775
0;12.791149;1.1500574;0.84384531
1;2.4971983;3.0682955;1.1639884
1;6.8588595;13.479348;1.3547763
0;10.906927;28.286087;2.1211686
0;3.4700429;22.862352;1.1716700
0;5.7563381;11.650766;1.2304238
1;3.6753354;4.2475929;2.6562328
1;6.2897859;15.690696;2.4944725
0;7.3449039;38.407345;0.86708593
0;7.3045588;84.244637;1.1721117
0;10.151849;49.846619;1.7165555
0;4.2535629;24.533487;1.2167095
1;3.1570952;3.5418804;6.6789236
1;2.0520079;0.014434490;10.416515
1;3.3201807;2.5893555;9.9706354
1;3.8575790;15.839189;0.63974464
1;1.8577003;0.76209754;1.8837634
1;3.2217829;1.4984753;1.7859604
1;4.4317374;5.8357797;2.6443708
1;6.6306052;4.3380728;7.1989818
0;7.4945731;45.260590;0.47067726
0;8.9382563;11.022909;0.37654755
0;6.2917237;4.3745260;1.0772941
0;6.1940703;73.849876;1.1083521
1;1.0091470;9.7901688;1.1076292
1;1.4610848;10.546277;0.81609231
0;9.4045238;83.921623;0.58492726
1;2.1192982;12.139371;0.80516684
1;2.6000154;15.691612;0.51713949
1;3.6175165;9.7653923;0.59062350
1;1.0793432;0.67976391;0.68849504
1;1.2330014;0.26748469;0.88857478
1;3.1924739;47.899021;0.32693425
0;5.2841492;50.634361;0.59461391
0;0.69579935;71.259003;0.79068130
0;2.8966591;5.5509090;0.57907063
0;6.0957375;86.342712;0.83107001
0;4.8055120;32.387856;2.0391822
0;5.3845305;49.374973;1.0238168
0;6.7342119;79.214424;0.85910070
1;0.70536441;12.010580;0.46583766
1;0.92204845;12.037663;1.5487328
1;0.66167516;4.5669208;1.2530949
1;2.5751777;9.2988138;2.6067615
1;0.66264004;1.5107039;2.3707054
0;5.3125091;64.452339;0.36099476
1;1.3597548;2.5723121;2.0984356
0;15.370659;84.656380;4.6548209
1;1.6139973;2.8325205;3.2516782
0;6.5275812;85.527008;1.5167047
1;0.90865010;17.399277;1.4241991
1;4.7405434;1.9461831;1.5491946
1;4.6273208;7.9730144;0.98321676
1;0.33570245;0.88560641;1.0369105
0;7.9094462;43.846485;0.92016774
1;2.1656551;1.3093308;0.96238452
1;2.6948836;3.8563216;1.9866827
1;3.5112469;8.4412975;0.83892411
0;13.233418;45.429077;1.1092905
0;13.254638;51.195942;1.7021325
1;1.8619485;13.640551;0.62049437
0;6.8266840;82.910416;0.58397806
1;4.7361512;1.2638123;0.49432886
1;1.3056434;1.0998129;1.6660877
1;2.1878705;4.5337763;2.7179899
0;5.8239627;29.555801;1.9007034
1;0.97199392;0.29080820;1.8455839
1;0.32095981;2.4836755;3.7274263
0;26.140499;37.363533;3.2820837
1;1.4377371;0.074725099;0.58259624
0;20.592121;2.9357066;0.78436059
1;4.0882320;15.842336;0.96240121
1;4.7457495;2.2847044;2.3246126
0;26.919231;4.7613034;15.890412
0;16.529675;67.335907;8.8065681
1;2.8516736;5.2603393;4.4591985
1;6.5913682;6.9918380;0.28081906
0;13.713545;50.322235;1.3737429
1;6.2190228;1.0095204;1.0897967
1;5.3338957;1.3738527;0.71858722
0;9.2482395;12.009234;0.71933347
0;8.2516928;59.563339;1.3608598
0;2.8855391;66.902512;1.0215479
0;7.9887853;45.761272;1.0761139
0;2.1368825;81.179176;1.1687870
0;3.3587689;28.604286;0.85759836
1;1.9722439;13.242078;0.72813660
1;9.6658974;3.8424640;0.66910625
1;0.32714954;1.3518741;1.0246590
1;4.2954755;3.5670359;6.8759227
1;5.1443739;6.8445864;6.7407002
1;0.84919882;14.165643;0.65664130
1;0.58351606;3.1624503;1.9192265
1;1.6502243;3.0615749;2.1133857
1;2.8511963;6.8644176;2.6438920
1;3.9040658;5.2288737;7.2888670
1;8.3680391;0.63985878;2.0069919
0;14.353898;0.45397833;1.0615366
0;2.1318181;27.765821;1.4645594
1;1.7464460;1.5526165;1.0869814
1;2.4988389;0.53950566;2.1553106
1;2.9628961;1.9825026;1.6998668
1;4.0094175;4.5117450;1.0353644
1;0.91915733;10.037580;1.3278836
1;3.2484546;48.753418;0.70710993
0;6.1585050;55.585533;0.56701791
0;2.0364809;76.824715;1.0986979
0;2.2925773;17.597748;1.1907336
0;6.0700288;87.798737;0.87587947
1;0.74414897;1.9576666;0.74603629
1;0.78775311;4.0114517;1.2068539
1;2.9513235;2.4202642;1.7117240
0;7.9108338;89.292641;0.84464258
1;1.4191666;3.6157060;1.2551500
1;2.3002474;1.1719342;2.2957764
0;15.186267;51.651028;1.5572225
1;0.40206668;18.518808;0.84639221
1;2.2276950;10.983981;1.0905850
1;2.7983027;12.396182;0.85561061
1;2.4855821;0.28507420;3.1040640
1;2.6029165;0.85691202;3.4584153
1;3.8699718;4.8458152;3.1975973
0;15.718197;55.031380;3.7834320
0;6.0356226;24.924179;3.6707926
0;15.145202;57.145435;2.4260345
1;1.9903704;5.8449659;0.76170099
1;1.6828336;2.2249193;0.72102338
1;1.7142746;1.3777032;0.94609737
1;2.8858566;1.5705273;0.97140855
0;8.3983030;30.743492;1.4314513
1;7.3545127;0.35685676;0.62035978
0;6.8834572;86.690933;0.56626987
1;2.0161583;0.39829901;0.59580034
0;6.3807068;89.797318;0.42587045
1;3.6982098;2.9681864;0.52171004
1;2.3907783;16.015505;0.61761850
1;2.3451071;11.142818;0.34034854
1;1.5903685;1.5576640;0.82681119
1;1.5680306;0.46151954;0.70875299
1;1.6660411;1.2104754;1.5030497
1;4.4457822;1.6133536;0.46379942
1;3.2276506;3.4286540;0.90152907
1;1.7657479;19.774174;1.2435721
1;1.9269685;13.026439;1.8644592
1;2.7911637;5.7526917;1.5195764
0;7.7519097;21.754938;1.0864205
1;3.9302504;1.0220699;1.6651789
1;6.3096700;0.33154908;1.6869190
1;6.1484222;1.2825246;1.6020021
0;3.8028593;1.5672014;2.2697196
0;6.2634807;16.518923;3.9311030
0;8.0819902;6.1465249;0.90904206
0;8.9111357;35.708351;0.68131709
0;6.1050191;4.5464263;1.2047840
0;8.1241074;1.4014311;1.1701338
1;4.7118039;17.504406;1.4798820
1;1.2747902;27.661612;1.0271415
1;5.2224703;7.1633415;4.0001388
1;3.7697949;0.51243895;1.0018520
0;8.3275671;36.186398;0.61515367
0;8.9845676;63.966568;2.7017992
1;0.88487077;0.11120199;3.2100759
0;27.394892;0.60031146;0.74859405
1;1.6008935;0.86885113;1.0978928
1;2.3386083;6.9637151;2.1672618
1;3.8838134;11.451182;2.8336456
1;6.6686945;8.3260860;6.2758098
0;1.1070536;1.6352651;3.6733611
1;5.9428873;11.739691;0.56658900
1;0.92166722;11.287018;0.54307377
0;7.9588470;83.977562;0.95486075
1;0.76717246;0.10634493;0.88649958
1;1.3040272;3.3105726;0.95190644
1;2.4733200;4.2849417;0.86459470
0;7.3577285;82.878731;0.83490932
0;7.1669393;79.766777;0.35923705
1;2.6582096;3.0675766;0.95733804
1;2.3730161;2.4220128;0.84855866
0;6.5967736;32.823078;0.18430512
1;4.4868908;16.163404;0.61933386
1;0.26791432;4.3165703;1.7063240
1;1.9606125;3.1787493;2.6503165
0;5.5016613;69.740959;0.54297370
0;11.527939;42.465214;1.0225844
0;9.3180504;32.475628;1.1163572
0;3.5105908;2.5630128;0.77617502
0;8.2216988;4.5820718;1.1585133
0;3.0877080;1.1577853;1.0702916
0;14.874156;89.285362;0.79216295
1;0.89690679;4.8582935;2.4563785
0;8.2280836;64.594513;1.9260073
1;0.41090456;11.043726;0.69167280
1;1.5772060;8.7873812;1.8916008
1;2.5039253;6.9545660;1.5128950
1;3.3550210;23.190613;3.4664035
0;8.6820021;6.3682051;0.96760005
1;0.63617229;1.5202460;2.3857751
1;2.0261681;2.5516474;1.9422383
0;19.719603;57.113811;2.3194635
0;19.954885;60.717278;1.9463289
0;11.586576;55.863472;1.4693505
1;0.60973740;3.7229512;0.45551965
1;1.6059177;3.1807501;0.42964020
1;3.2394824;0.065907463;0.32219973
0;6.8541842;19.933207;1.5437549
0;5.7439671;0.15390924;0.88079852
0;15.833428;88.897308;2.0078220
1;0.83439648;22.111229;1.3593898
1;0.38191709;2.5279417;1.0078946
1;0.16760999;2.1605072;2.4364760
0;26.383690;25.713524;3.5842516
1;0.34586233;3.8437800;0.62538266
1;0.53927374;21.156363;1.3636767
0;24.661388;2.7054529;0.44955552
1;0.47498986;21.969845;1.2279733
1;1.5667968;2.8218949;1.7537575
0;29.059950;8.8626022;19.404833
0;20.268522;61.665771;10.641481
1;1.6562819;4.1082764;1.3754354
0;6.4759512;34.245316;1.7783240
1;1.8870065;12.462068;1.1220081
1;1.6489654;4.1047883;1.5774969
1;4.0364795;2.1193287;1.7721144
1;2.6948154;11.281479;0.57381040
1;0.46482325;16.680099;1.3619449
1;3.3728361;8.8669538;1.1214631
0;17.469091;4.1887755;4.0466557
0;2.1222632;50.629349;3.6618798
0;25.656015;2.7912085;0.93083328
1;2.0319691;2.5408943;1.1389982
1;4.7352915;6.4132547;1.4249395
1;6.8990326;9.6326656;2.2829773
1;12.649997;0.82494199;6.8507223
0;7.4198742;8.5812073;4.0171742
1;0.44682619;5.2372026;0.49756208
1;0.15322056;10.557065;0.78534794
0;6.4013715;7.8642087;4.0248809
0;4.8113127;8.0212145;3.4896994
0;3.3503923;8.2911301;3.7544870
0;3.4491999;5.2929454;2.0802248
1;3.0985723;1.8357776;0.90397811
0;1.5747298;31.110834;1.6928040
0;12.929573;7.9628439;0.84663206
0;8.7951965;19.297846;3.0072598
0;4.5133433;29.890347;2.6320117
0;12.202174;1.2594930;0.98359013
0;6.6346254;41.433380;4.1758161
0;9.0200081;47.396408;3.5517459
0;7.7613220;4.5017519;3.4356694
0;6.7432232;0.75529432;3.7649388
1;1.7270218;17.232504;1.0919265
1;2.6046875;0.14906174;1.1505717
1;3.7536678;1.3672450;1.0124276
1;4.5862727;2.5350764;3.1138380
1;5.2536845;9.9239168;2.0601420
1;5.9023342;11.997999;1.7762043
1;12.398720;25.522507;2.9441559
0;8.5028048;42.251389;0.57522905
1;1.3657613;3.3014894;1.4878367
0;7.9436321;46.532257;0.57230556
1;1.6257461;9.5050535;1.5391067
1;0.45425329;1.0421668;0.72845048
1;2.0703776;11.941901;1.6968322
1;2.3852155;10.502261;1.8070178
1;0.21456589;9.4445868;0.40278915
0;10.569453;16.668941;0.83021134
1;1.2906438;0.30401328;0.19624907
0;11.943459;25.783468;0.93443334
1;1.9892478;5.6320400;0.39110011
0;10.569793;24.781025;1.3330930
1;1.3159467;10.040735;1.1006367
1;0.66862470;3.3765130;0.86907899
1;1.4553995;1.3254389;0.73240346
1;1.2340391;0.054120574;0.39677483
1;1.0749203;3.2240415;0.61442524
1;0.84727722;7.7042890;0.65525317
1;1.5626115;0.70831388;0.37585282
1;0.74827927;7.6475124;0.60003847
1;1.5856469;3.8234534;2.2489240
0;22.884970;9.1794643;3.3004899
1;1.7780572;6.4068255;3.7446706
0;23.133579;20.327602;3.4808149
1;0.99712938;1.9847692;1.3664666
0;22.748074;27.280920;1.4570582
1;1.5408235;0.30130661;2.5028749
0;21.475939;27.580627;0.84571224
1;1.8022178;0.21390185;3.3909590
1;5.9866848;29.093945;1.7619592
1;3.8788033;7.1010385;3.5656819
1;7.1047053;41.914692;2.1202388
0;4.0319872;36.347290;1.1777992
0;0.22868539;0.99500144;1.0039486
0;0.67757368;7.1448050;0.89823097
0;1.6897476;2.6844027;1.2176771
0;3.8162251;0.83334708;1.1051185
0;3.2552075;19.951008;0.96512234
0;3.2124393;11.646299;1.4395859
0;5.7303901;29.462986;1.4724319
1;1.3865268;11.367879;1.7845918
1;0.92173415;11.407651;1.9175913
0;17.786394;9.5584507;0.86863804
1;6.0085850;19.278214;2.2985213
1;5.1467700;13.779512;1.8027029
1;7.7630577;25.638666;2.7169151
1;8.3932905;25.219723;3.1955755
1;1.9996938;7.8449450;0.48742753
1;1.6483238;5.6939001;0.84093642
1;3.3559175;8.8092356;1.5055187
0;1.8425645;4.2904572;3.0946779
1;0.14718173;0.95856738;1.7971848
0;0.50572526;27.547215;3.6319673
0;8.0033398;48.472084;5.5320330
0;4.4393702;29.448107;3.5377951
0;2.7389541;46.161652;5.5532117
0;6.2491403;2.4952888;1.5977736
0;9.9266195;8.1322021;1.4547036
0;9.3511944;50.543331;1.1157582
0;6.6735010;74.722633;1.1356487
1;0.62639862;2.6961794;0.88410902
0;3.7981000;5.9586692;1.1690694
0;5.0270000;1.2440126;5.4013677
0;11.129115;31.761047;9.6299515
0;7.0734539;0.26026618;8.8657207
0;13.117745;26.631447;4.0638123
0;7.8933368;2.6907310;0.97853202
0;9.6481848;8.9322023;0.93290579
0;8.4410696;13.114427;1.0744816
0;10.715874;3.3053858;0.69137448
0;10.825017;4.2326913;1.3006941
0;7.2999983;3.2344882;0.82292795
0;1.9044694;26.159828;1.1206142
0;6.3285813;26.943527;1.1512007
1;0.74043083;1.7862977;0.64855671
1;0.69479513;3.3674328;0.84965181
1;2.0805590;2.5242331;1.3337522
1;1.4047999;1.7383920;1.0845476
1;2.4054506;2.8904276;0.81275296
0;12.372504;41.539677;0.61750406
1;0.32587606;0.38264197;0.41113952
1;0.76548082;1.2807394;0.28442177
1;1.2688994;0.30445030;1.0471618
1;0.37347794;7.6963105;0.91583729
1;2.1622610;20.900219;0.85325402
1;2.5095663;14.174682;1.5589578
1;2.7925780;10.199459;1.6224205
0;4.7486725;0.38548020;1.4732621
1;0.38715160;5.7771597;0.78218496
1;1.6960940;5.5821414;0.65173209
1;0.35929585;2.5635965;0.85010117
1;0.52832520;5.8153110;0.65057790
1;1.4678348;2.0000684;0.40639555
1;1.8706720;7.2620358;0.51664585
0;12.647240;36.478184;1.6699455
0;9.4354486;39.104912;1.3452048
0;6.8179917;42.359238;0.61362493
0;7.0702438;38.327377;0.43723309
0;7.5038400;82.853943;0.75150114
1;0.89750409;4.2686338;1.1047179
1;0.58741981;5.9365482;0.88533437
1;0.41220757;6.7282991;1.0351659
1;1.9948127;0.21314612;0.91584337
1;0.92995435;2.8120034;0.97079176
1;0.89190692;10.498490;1.1980304
0;6.9828820;27.779139;2.3093069
1;0.24257414;1.6052412;1.1788564
1;0.94832003;0.84398150;1.4191072
0;5.6620383;29.191210;1.8043970
1;1.8579720;2.4575500;1.9307593
1;1.7789949;1.3590624;3.3724639
0;15.209455;88.962723;1.0793291
1;3.0391686;3.7596228;4.3956971
0;13.855048;89.595741;1.0573717
0;14.458029;70.978081;0.96288514
1;0.50896251;1.6380690;0.40289381
0;15.738351;3.7183747;1.6456134
1;0.47734776;0.074218348;0.85161322
0;19.011158;0.32980224;1.4254441
1;1.4502889;3.1259561;1.8028190
0;20.322882;0.17897934;0.56564707
1;3.4841774;4.8154206;2.4154172
1;3.2200336;7.8008962;1.5905173
1;5.4401817;14.030322;2.3547244
0;24.450209;20.200548;3.7232625
1;0.24874914;10.769203;0.70283890
1;1.6667700;3.2907095;1.3363281
0;6.1167884;48.009491;3.0482583
0;6.5277181;36.476212;2.2720239
0;7.5846219;32.869244;1.7440764
1;1.4579438;11.207897;1.2474530
0;6.4984927;52.332272;2.1808367
1;0.87593687;2.8192003;2.1290252
1;0.44855803;2.8937421;2.3313870
1;1.1367973;18.987692;2.2375517
1;0.59935784;3.7362218;0.29747471
0;22.537678;0.47232661;2.2225618
1;0.65480351;0.94847608;2.1684208
1;4.5104852;5.0123029;0.50269794
0;13.895688;0.098122671;3.0560875
0;2.5461540;5.5210752;2.1666877
0;7.7882214;23.851257;3.1274214
0;3.4676647;0.079576351;1.0482354
0;4.4779487;0.50525731;5.1052761
0;10.625309;79.858414;6.1838593
0;6.0971336;29.008631;9.6676502
0;12.420322;12.814387;6.5314689
1;0.26860312;0.94028264;1.3344005
1;1.4297853;1.8602911;0.71592891
1;0.99958587;1.9661430;1.0452044
1;2.4130597;3.2139163;0.74844223
1;1.4834765;5.0254779;1.1831121
1;2.3367584;2.8192334;2.3274050
1;3.6456523;13.400600;2.7254016
1;3.9619865;14.759835;2.9966588
0;11.117072;24.916510;2.1971214
1;0.73524344;1.5859464;0.61668789
1;1.0914099;0.63009596;0.54243839
1;1.9033544;6.2474165;0.73034072
1;0.82313085;10.147971;0.69891059
1;1.5000721;1.1267053;0.53503925
1;1.5780905;6.3663135;0.43896416
0;13.030809;35.435513;1.4967301
1;0.60546148;0.29451826;0.41967347
1;0.75079405;1.7760307;0.94704401
1;0.70626485;2.0066972;0.65237069
1;1.3905560;2.4263182;0.53662735
1;1.7808063;6.1754093;0.39286563
0;4.9706435;0.14991373;1.6349148
1;1.2336476;7.8646774;0.39954334
0;1.7042269;12.728276;0.33535725
0;4.0106659;73.113258;0.48151380
1;1.1279223;1.3315296;1.5082209
0;5.1300039;34.858341;1.7523820
1;1.9303821;0.39111143;2.4975393
1;2.1585045;0.74910796;3.1973596
0;14.625091;85.884590;1.0795168
1;3.5189192;4.4108081;4.4884162
0;13.260457;87.585869;1.2037220
0;14.545828;69.857910;0.99046129
1;17.948143;0.67793030;1.3532138
1;2.1814871;4.2141881;1.6096413
0;20.319443;0.36817548;0.53146333
1;4.4520822;5.3675704;2.5809453
1;3.8208866;8.9665442;1.3663234
1;6.3796768;14.851208;2.5172758
1;4.1916771;36.565918;1.6086472
1;3.0339587;21.969236;3.0338111
0;6.3528872;36.878277;3.2008879
1;5.6946316;2.8196778;1.0797087
1;2.9306707;4.1507945;0.45456856
0;20.276075;2.9354558;0.88227457
0;12.619483;2.4496753;3.5830638
0;15.510275;35.705734;0.61081338
0;5.6542058;13.439885;3.1923470
0;7.3000789;87.301933;1.0316598
0;24.164036;16.082323;2.5440452
0;11.563366;21.362045;3.0921392
1;0.96454859;6.6845760;1.6357930
1;0.81991744;3.7180998;0.88882124
1;2.2598658;0.45186436;1.3354875
0;14.562323;51.426773;1.2818835
1;0.73810005;3.9731982;2.3714943
1;2.4815598;18.472925;2.3152432
1;2.4968040;19.951965;2.7037506
0;6.4246593;42.347366;5.0982904
0;8.7234201;41.527222;1.1210145
0;4.5440388;52.129444;0.98922890
1;1.4079865;4.3048673;0.45261672
1;0.91648060;18.615301;1.4027680
1;2.0622220;16.769619;1.3256496
1;3.1231465;7.3971143;2.8679516
0;10.966759;25.352823;5.2476010
1;4.3385429;12.557352;1.6783022
0;8.9191809;40.964848;2.3223040
0;7.7595005;13.183440;2.3122194
0;7.4641552;18.141951;1.1067859
0;6.4161415;5.2338352;1.2067081
0;6.2294788;47.892056;1.3767269
1;1.2865316;9.1726370;0.59807491
1;2.1608839;3.5650110;0.62786955
0;9.6706371;8.8531380;0.78392190
1;0.23222306;4.5803523;0.55598468
1;0.55402750;3.7504196;0.54627657
1;0.55182183;0.84678584;0.59886640
1;1.2565097;11.005790;0.46782535
0;4.6118393;11.412236;1.3687216
0;0.62943363;45.344650;0.86361074
0;6.0448809;55.699741;0.93619919
1;1.5133300;18.959074;1.5590661
0;1.6758013;39.683262;1.9695314
0;3.0147078;77.018936;1.0411445
0;8.3662434;43.145222;1.6449188
1;1.1270186;2.7293627;1.5758487
1;0.90781951;1.3860216;3.4321017
1;2.4284544;0.50431114;3.2350304
0;14.522030;89.542694;1.2445363
0;15.030085;71.015747;1.3797671
1;1.3255787;2.4677813;1.3708332
1;3.6003592;16.397524;1.4283561
1;2.2403247;7.3098655;1.2911463
0;9.8167906;51.980061;1.5494907
1;1.7578292;2.0338516;1.6500089
1;1.8487586;5.6277027;1.0468841
1;3.7807765;6.0381498;2.1113071
0;9.8390598;0.59971410;7.1097040
0;8.6788282;54.426010;1.6732287
1;1.9354810;0.33814138;1.5693073
0;10.102625;14.161959;1.5626037
1;0.37007648;1.7984514;1.7671680
0;17.174601;0.92352837;0.41470993
0;7.1935925;12.385669;0.68038583
0;10.128417;2.5673332;1.9725591
0;3.8116410;10.361531;0.59792197
0;2.7906454;3.7710710;1.1284674
0;5.9384656;3.4239407;1.6156528
0;10.088533;0.36271670;1.0450665
0;3.8051572;1.6510000;20.194956
0;0.87933409;1.2227356;12.107034
0;7.2887044;1.1195540;21.324633
0;16.496395;1.0061092;20.777775
1;2.3438292;2.7974179;0.37379345
1;3.8875840;0.95257729;1.8351109
0;4.6149006;28.288237;2.2818441
1;1.3324212;18.776903;3.0815833
0;1.5442731;40.922592;1.7221181
0;0.77349526;36.456039;3.6904793
0;6.5454340;30.419226;4.0032735
0;18.258282;18.061211;2.7100620
0;2.3352938;33.092068;2.6806998
0;8.3978662;42.676456;2.0763688
0;5.9403386;34.772346;4.1307511
0;20.544909;6.6576910;3.4712806
0;4.1560602;35.292084;3.9920881
1;0.49657109;3.0690722;1.9026445
1;2.2313449;5.5226207;0.98370034
1;1.4824978;13.292535;2.1433697
1;1.7053436;15.275375;2.7490292
0;5.2351551;45.362045;2.3417995
0;7.1594296;36.393635;1.8088696
1;0.62569892;1.4962059;1.0134249
0;2.5053675;49.379601;1.2343582
0;7.3790288;9.7962952;0.73263144
0;16.914242;36.321785;0.64988196
0;2.1768000;79.337891;0.93478519
0;7.6154385;3.9119813;0.42009777
0;16.647551;37.158798;0.34531915
0;3.5516984;20.203636;1.4029658
0;5.9389129;22.533213;0.44330636
0;7.7386794;88.651825;1.1597435
0;5.4428325;26.884014;1.1061310
1;2.7027307;2.3257282;1.2777942
1;1.1299191;8.3693504;0.66090769
1;3.3853180;2.2724278;2.3174856
0;10.175509;12.090334;2.5035717
1;3.6717806;8.4184322;6.6626596
0;8.2197161;48.300854;1.4020689
0;9.9426355;14.447642;2.5255342
1;2.9138358;1.1631783;3.9416370
1;6.2546625;14.205644;0.69301647
1;1.9654030;5.0848107;0.46190903
0;8.5460014;47.411800;1.8469447
1;0.66612333;8.4922714;0.71827531
1;0.16342887;11.043157;0.82110298
1;1.6851031;5.3346672;0.58803326
0;9.9330654;18.216434;0.73804456
1;0.81005508;7.0251536;1.1049311
1;3.5834365;4.3595724;1.1479753
1;3.7756500;7.5396261;1.2613162
1;0.63885784;4.8835425;0.55415291
1;0.22765087;4.3688350;0.34349906
1;0.53460091;3.9268084;0.44323188
1;1.1169733;4.5847864;0.81137818
1;1.2846136;1.4070688;2.7945268
0;2.2819617;27.110710;3.2316217
0;7.4053612;6.7476869;4.0262551
1;0.64373696;2.2485054;1.3519658
1;1.4477637;1.1433465;1.3950703
0;16.550425;82.957001;1.5266378
0;16.075834;66.380791;1.6466099
0;7.1728110;58.420395;1.2074572
1;3.5433676;4.9800577;1.7129431
1;2.2353711;2.5031021;1.1535656
1;0.82263124;2.0641031;1.4652051
0;5.0112257;40.997692;1.9576287
0;10.051182;36.067635;1.5979896
0;4.9435291;42.371735;1.4527558
0;5.9277668;52.981045;1.6127771
0;1.5104784;13.354232;0.98080432
0;4.4526248;61.600189;1.4889824
1;2.9069736;11.647278;1.0948201
1;2.2779052;14.815436;1.2348555
0;10.474734;56.012394;1.1605877
1;0.78134996;2.3341830;0.99133390
1;2.0034139;8.3303919;2.3842986
0;26.685101;19.001585;3.5459239
0;8.0017824;7.6970148;9.6577930
0;21.697079;15.540874;12.698724
1;0.71957135;9.8359795;0.87667423
0;3.3716326;71.016991;0.99986964
1;3.2555368;3.5116997;14.342745
0;19.046537;1.0725472;19.923420
1;13.019918;1.8752612;0.81921226
1;10.243480;0.83640796;0.91796058
0;28.676001;16.520571;5.6916938
0;33.463539;14.681619;0.94568491
0;2.8071630;33.227188;6.2408142
0;6.6453710;23.434355;7.1278982
0;11.685239;20.234991;5.4552402
0;3.6446087;74.800606;2.8845992
0;8.6079445;16.519653;3.6711481
0;6.0429149;5.6559601;4.1627035
1;1.3785964;4.7173877;1.4321159
1;1.5621927;1.5677122;1.6315026
1;6.7796278;14.869081;4.0168185
0;6.8777175;27.841047;1.8066139
0;8.5605259;15.531067;0.96338946
1;2.4800596;7.1187968;0.70110232
0;8.5092421;51.874893;1.0230732
1;2.6373265;4.4181032;0.56324410
0;13.351030;14.804897;0.68298823
0;7.5306149;65.122414;1.0674955
1;0.93033141;23.289309;1.0403205
0;1.1344726;74.817436;0.91180319
0;7.2411017;70.389664;1.1154438
0;2.0279148;71.476418;1.0385106
0;5.8016596;83.060883;1.2293251
1;2.2593076;5.2647791;2.5399442
1;2.7125630;0.37242150;1.7182329
1;1.2552575;2.8053439;2.4864140
1;2.9185367;24.875383;1.1933467
1;3.7282388;13.285542;0.53158593
1;0.89514965;0.72322369;0.46334860
1;0.83306623;2.5247574;1.9156566
0;3.0091541;28.368071;0.72719091
1;2.1885581;2.9815195;0.88563943
0;6.0001922;46.118290;1.6637081
0;5.7636356;79.376389;0.85206532
1;1.3921789;0.34300971;0.81657052
1;2.2044914;25.945448;1.0856681
0;7.9016347;46.000301;1.0019438
1;0.91253603;5.0130935;0.53346533
0;10.335551;1.7107704;1.2755909
1;1.6718912;8.5085258;1.0520259
0;7.2861714;54.082005;1.9238936
1;0.67811537;0.13161935;1.2434003
1;2.6674047;10.148277;1.1913825
1;4.7441912;10.267157;1.1535922
0;5.2741036;8.8602276;3.0883145
0;2.3682644;83.627731;2.5604458
0;2.0650232;25.257202;3.3272324
0;8.6733189;6.5450406;1.9439270
1;1.2556980;2.1368997;1.1887830
0;16.088560;87.031990;3.3775222
0;15.741858;67.506416;1.7566400
1;1.3870583;3.3169968;1.1771121
1;1.0727497;2.5971131;1.1087790
0;7.8087220;18.567635;0.42778563
0;1.1597157;18.862686;0.37951046
1;0.60735613;2.6784036;1.0921590
1;3.1945515;2.4460499;2.2471745
1;1.9255050;0.84620959;1.3977089
1;8.1621037;2.4480808;5.1867151
0;2.1223295;53.498287;0.42104012
1;3.2813628;10.182261;6.5698323
0;13.997870;0.46403769;23.045353
0;32.175709;0.91759574;0.51294529
0;11.233622;3.0049493;5.1718507
0;6.7179985;10.058258;10.547628
0;11.451797;8.0663376;26.926859
0;16.111155;10.684568;7.5984797
0;5.8503628;58.695946;4.1752758
0;5.2986455;19.245670;8.3066769
0;16.848217;53.064770;1.7750763
0;4.4385118;84.645470;2.4002285
0;0.18693271;42.062099;0.97220659
0;15.142968;17.059422;1.0240653
1;5.4831414;13.104793;4.4233413
0;5.2627554;26.446556;1.8909298
1;1.1100007;0.49493864;1.0159314
0;19.040897;15.149625;1.3601139
0;2.7106056;34.202324;1.0653173
0;7.2718401;5.2853041;2.0103896
1;8.3107347;2.8172052;2.1967843
0;0.80104870;83.408951;1.0349956
0;2.4563711;49.048847;0.95849520
0;5.8926659;60.663422;0.74756414
1;3.1535745;9.0346394;1.3097321
0;10.969408;18.256529;0.54723275
